occ_code,occ_title,emp_2024,emp_2034,pct_change,annual_openings,labor_force_exits,occupational_transfers,total_separations,g_baseline,oews_occ_title,oews_emp,oews_a_mean,oews_h_mean,oews_a_median,oews_h_median,oews_a_pct10,oews_a_pct25,oews_a_pct75,oews_a_pct90,oews_oews_year
17-1011,"        Architects, except landscape and naval",123.6,128.4,3.9,7.8,3.1,4.2,5.8,0.0038172518410399814,"Architects, Except Landscape and Naval",111140.0,103390.0,49.71,96690.0,46.49,60510.0,76110.0,123300.0,159800.0,2024
17-1012,        Landscape architects,21.8,22.6,3.5,1.7,0.7,0.9,7.3,0.003610495842370387,Landscape Architects,19580.0,88000.0,42.31,79660.0,38.3,51990.0,62650.0,101580.0,132250.0,2024
17-1020,"      Surveyors, cartographers, and photogrammetrists",69.6,72.9,4.8,4.9,2.4,2.2,6.4,0.004643153352667184,"Surveyors, Cartographers, and Photogrammetrists",65870.0,77920.0,37.46,74120.0,35.64,44870.0,56480.0,95650.0,117910.0,2024
17-1021,        Cartographers and photogrammetrists,13.4,14.3,6.4,1.0,0.5,0.4,6.4,0.006521657026251848,Cartographers and Photogrammetrists,12790.0,82860.0,39.84,78380.0,37.68,50500.0,62860.0,99650.0,121440.0,2024
17-1022,        Surveyors,56.1,58.6,4.4,3.9,1.9,1.8,6.4,0.004369406546536059,Surveyors,53080.0,76730.0,36.89,72740.0,34.97,43680.0,53590.0,94550.0,116330.0,2024
17-2000,    Engineers,1790.3,1913.3,6.9,114.6,39.7,62.6,5.5,0.00666675416080631,Engineers,1746750.0,116760.0,56.13,106070.0,50.99,70240.0,83570.0,137090.0,173010.0,2024
17-2011,      Aerospace engineers,71.6,75.9,6.1,4.5,1.8,2.3,5.5,0.005849201205600618,Aerospace Engineers,68440.0,141180.0,67.88,134830.0,64.82,85350.0,104740.0,174480.0,205850.0,2024
17-2021,      Agricultural engineers,1.7,1.8,5.9,0.1,0.0,0.1,5.4,0.00573220797344276,Agricultural Engineers,1680.0,84240.0,40.5,84630.0,40.69,43020.0,49930.0,103940.0,132700.0,2024
17-2031,      Bioengineers and biomedical engineers,22.2,23.3,5.2,1.3,0.5,0.8,5.4,0.004847820009523662,Bioengineers and Biomedical Engineers,21860.0,115020.0,55.3,106950.0,51.42,71860.0,86630.0,133570.0,165060.0,2024
17-2041,      Chemical engineers,21.6,22.1,2.6,1.1,0.4,0.7,4.8,0.002291049836406156,Chemical Engineers,20330.0,128430.0,61.75,121860.0,58.59,78520.0,96040.0,152290.0,182150.0,2024
17-2051,      Civil engineers,368.9,387.5,5.0,23.6,7.8,14.0,5.8,0.0049311426815568105,Civil Engineers,355410.0,107050.0,51.47,99590.0,47.88,65920.0,78790.0,128290.0,160990.0,2024
17-2061,      Computer hardware engineers,76.8,82.4,7.3,4.7,1.6,2.6,5.2,0.007062905166027811,Computer Hardware Engineers,75710.0,156770.0,75.37,155020.0,74.53,85430.0,115500.0,185380.0,223820.0,2024
17-2070,      Electrical and electronics engineers,287.9,307.6,6.9,17.5,6.6,8.9,5.2,0.006640656027260716,Electrical and Electronics Engineers,282740.0,124810.0,60.0,118780.0,57.11,76190.0,92390.0,150530.0,181390.0,2024
17-2071,        Electrical engineers,192.0,205.7,7.2,11.7,4.4,5.9,5.2,0.0069161493189995316,Electrical Engineers,188790.0,120980.0,58.16,111910.0,53.8,74670.0,87590.0,141630.0,175460.0,2024
17-2072,"        Electronics engineers, except computer",95.9,101.8,6.2,5.7,2.2,2.9,5.2,0.005988270656805517,"Electronics Engineers, Except Computer",93940.0,132500.0,63.7,127590.0,61.34,79390.0,98920.0,164000.0,199060.0,2024
17-2081,      Environmental engineers,39.4,41.0,3.9,3.0,1.3,1.5,7.0,0.003988558250783036,Environmental Engineers,37950.0,110570.0,53.16,104170.0,50.08,64950.0,80510.0,130830.0,161910.0,2024
17-2110,"      Industrial engineers, including health and safety",374.9,414.5,10.6,26.8,8.5,14.2,5.8,0.01009194875766073,"Industrial Engineers, Including Health and Safety",373440.0,108260.0,52.05,101490.0,48.79,69390.0,81990.0,127810.0,158310.0,2024
17-2111,"        Health and safety engineers, except mining safety engineers and inspectors",23.8,24.9,4.4,1.5,0.5,0.9,5.8,0.0045284448357347795,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",23220.0,113770.0,54.7,109660.0,52.72,62050.0,85400.0,136150.0,166670.0,2024
17-2112,        Industrial engineers,351.1,389.6,11.0,25.2,8.0,13.4,5.8,0.010459268574265268,Industrial Engineers,350230.0,107900.0,51.87,101140.0,48.63,70000.0,81910.0,127480.0,157140.0,2024
17-2121,      Marine engineers and naval architects,8.5,9.0,5.8,0.6,0.2,0.3,6.6,0.00573220797344276,Marine Engineers and Naval Architects,8440.0,116680.0,56.1,105670.0,50.8,79700.0,88480.0,133780.0,167660.0,2024
17-2131,      Materials engineers,23.0,24.3,5.7,1.5,0.6,0.7,5.6,0.005513356357534471,Materials Engineers,22770.0,116380.0,55.95,108310.0,52.07,68040.0,85820.0,138370.0,172000.0,2024
17-2141,      Mechanical engineers,293.1,319.6,9.1,18.1,5.8,9.7,5.1,0.00869320495455006,Mechanical Engineers,286760.0,110080.0,52.92,102320.0,49.19,68740.0,81800.0,130290.0,161240.0,2024
17-2151,"      Mining and geological engineers, including mining safety engineers",7.0,7.0,0.7,0.4,0.1,0.3,6.0,0.0,"Mining and Geological Engineers, Including Mining Safety Engineers",6770.0,108940.0,52.37,101020.0,48.57,62500.0,81040.0,129860.0,163740.0,2024
17-2161,      Nuclear engineers,15.4,15.3,-1.1,0.8,0.4,0.5,5.6,-0.0006512559428495379,Nuclear Engineers,14740.0,134980.0,64.89,127520.0,61.31,88290.0,103010.0,157600.0,187430.0,2024
17-2171,      Petroleum engineers,19.6,19.8,1.3,1.2,0.4,0.8,6.0,0.0010157526740797174,Petroleum Engineers,18970.0,153560.0,73.83,141280.0,67.92,78840.0,107330.0,191100.0,228790.0,2024
17-2199,"      Engineers, all other",158.8,162.1,2.1,9.3,3.7,5.3,5.6,0.0020589046321939364,"Engineers, All Other",150750.0,121720.0,58.52,117750.0,56.61,62840.0,85750.0,152670.0,183510.0,2024
17-3000,"    Drafters, engineering technicians, and mapping technicians",643.1,651.2,1.3,57.5,22.5,34.3,8.8,0.0012524418057398012,"Drafters, Engineering Technicians, and Mapping Technicians",623870.0,71540.0,34.39,66390.0,31.92,44480.0,53010.0,83360.0,103510.0,2024
17-3010,      Drafters,192.1,191.5,-0.3,16.2,7.0,9.3,8.5,-0.0003127771903935761,Drafters,185470.0,70760.0,34.02,65380.0,31.44,44960.0,54270.0,81250.0,101020.0,2024
17-3011,        Architectural and civil drafters,110.5,115.1,4.1,10.0,4.3,5.2,8.4,0.004086908201550221,Architectural and Civil Drafters,109550.0,68860.0,33.11,64280.0,30.9,44040.0,52880.0,79510.0,98190.0,2024
17-3012,        Electrical and electronics drafters,21.6,20.4,-5.6,1.7,0.7,1.1,8.5,-0.0056995370417669555,Electrical and Electronics Drafters,20020.0,77960.0,37.48,73720.0,35.44,48680.0,58800.0,91780.0,110180.0,2024
17-3013,        Mechanical drafters,42.9,40.1,-6.5,3.3,1.4,2.1,8.5,-0.006726822116383313,Mechanical Drafters,39900.0,74040.0,35.59,68510.0,32.94,46500.0,56470.0,85580.0,107600.0,2024
17-3019,"        Drafters, all other",17.1,15.9,-6.9,1.3,0.6,0.8,8.5,-0.007249529890538731,"Drafters, All Other",16010.0,66530.0,31.99,62010.0,29.81,42170.0,50970.0,77750.0,96620.0,2024
17-3020,"      Engineering technologists and technicians, except drafters",391.6,397.7,1.5,33.7,13.3,19.9,8.4,0.0015468993721350355,"Engineering Technologists and Technicians, Except Drafters",381680.0,74100.0,35.63,70070.0,33.69,46300.0,56250.0,86200.0,106440.0,2024
17-3021,        Aerospace engineering and operations technologists and technicians,9.3,10.1,8.1,0.9,0.3,0.5,8.3,0.008286244816592125,Aerospace Engineering and Operations Technologists and Technicians,9060.0,86330.0,41.5,79830.0,38.38,53730.0,64570.0,102220.0,120440.0,2024
17-3022,        Civil engineering technologists and technicians,64.9,66.2,2.1,5.5,2.1,3.3,8.3,0.001985251931676757,Civil Engineering Technologists and Technicians,62130.0,68450.0,32.91,64200.0,30.86,43550.0,51730.0,79550.0,97840.0,2024
17-3023,        Electrical and electronic engineering technologists and technicians,93.7,94.3,0.6,8.4,3.6,4.7,8.8,0.0006385037963241302,Electrical and Electronic Engineering Technologists and Technicians,92710.0,78580.0,37.78,77180.0,37.11,48250.0,60610.0,94810.0,111790.0,2024
17-3024,        Electro-mechanical and mechatronics technologists and technicians,15.0,15.1,1.1,1.3,0.5,0.8,8.3,0.0006646750705072701,Electro-Mechanical and Mechatronics Technologists and Technicians,14680.0,75710.0,36.4,70760.0,34.02,47770.0,58570.0,87320.0,109580.0,2024
17-3025,        Environmental engineering technologists and technicians,12.9,13.0,1.2,1.1,0.4,0.7,8.3,0.0007725028361293962,Environmental Engineering Technologists and Technicians,12500.0,63070.0,30.32,58890.0,28.31,39670.0,48250.0,75290.0,92280.0,2024
17-3026,        Industrial engineering technologists and technicians,74.6,75.9,1.7,6.3,2.4,3.8,8.3,0.0017291109104429214,Industrial Engineering Technologists and Technicians,73410.0,69780.0,33.55,64790.0,31.15,46370.0,53230.0,79040.0,97670.0,2024
17-3027,        Mechanical engineering technologists and technicians,38.3,38.3,0.0,3.2,1.2,1.9,8.3,0.0,Mechanical Engineering Technologists and Technicians,37450.0,72450.0,34.83,68730.0,33.04,46940.0,57330.0,82980.0,100890.0,2024
17-3028,        Calibration technologists and technicians,15.8,16.5,4.7,1.4,0.5,0.8,8.3,0.004344453983505803,Calibration Technologists and Technicians,15320.0,71080.0,34.18,65040.0,31.27,44730.0,52250.0,83600.0,105440.0,2024
17-3029,"        Engineering technologists and technicians, except drafters, all other",67.3,68.3,1.5,5.7,2.2,3.4,8.3,0.0014760412707586212,"Engineering Technologists and Technicians, Except Drafters, All Other",64410.0,79740.0,38.34,77390.0,37.21,47010.0,59700.0,97760.0,114630.0,2024
17-3031,      Surveying and mapping technicians,59.4,62.1,4.5,7.6,2.2,5.2,12.1,0.004455070708489384,Surveying and Mapping Technicians,56720.0,56890.0,27.35,51940.0,24.97,36910.0,44180.0,65240.0,80870.0,2024
19-0000,"  Life, physical, and social science occupations",1609.5,1690.4,5.0,144.7,33.3,103.4,8.3,0.004916206638877485,"Life, Physical, and Social Science Occupations",1446770.0,89690.0,43.12,78980.0,37.97,45480.0,59050.0,107440.0,145910.0,2024
19-1000,    Life scientists,404.8,428.8,5.9,28.4,7.0,18.9,6.2,0.005776368425877365,Life Scientists,374670.0,101980.0,49.03,90500.0,43.51,54430.0,67110.0,127520.0,163500.0,2024
19-1010,      Agricultural and food scientists,38.7,41.0,5.9,3.1,0.6,2.3,7.3,0.005789943972485112,Agricultural and Food Scientists,33440.0,88590.0,42.59,78770.0,37.87,47050.0,60900.0,104170.0,140080.0,2024
19-1011,        Animal scientists,2.8,2.9,5.8,0.2,0.0,0.2,7.3,0.003515296192992734,Animal Scientists,2470.0,104970.0,50.47,79120.0,38.04,48440.0,59610.0,128450.0,235750.0,2024
19-1012,        Food scientists and technologists,15.2,16.2,6.5,1.2,0.2,0.9,7.3,0.006391923143619582,Food Scientists and Technologists,14370.0,92190.0,44.32,85310.0,41.02,49580.0,65240.0,111700.0,141860.0,2024
19-1013,        Soil and plant scientists,20.7,21.8,5.4,1.7,0.3,1.2,7.3,0.005191054026258746,Soil and Plant Scientists,16600.0,83040.0,39.92,71410.0,34.33,45320.0,57950.0,98110.0,131440.0,2024
19-1020,      Biological scientists,138.3,142.3,2.9,10.8,2.8,7.7,7.4,0.0028552952551195165,Biological Scientists,130910.0,100730.0,48.43,93340.0,44.88,54120.0,67720.0,125990.0,161990.0,2024
19-1021,        Biochemists and biophysicists,35.6,37.6,5.8,2.9,0.7,2.0,7.4,0.005480806217039724,Biochemists and Biophysicists,34520.0,115570.0,55.56,103650.0,49.83,64890.0,78730.0,134460.0,168900.0,2024
19-1022,        Microbiologists,20.7,21.6,4.1,1.7,0.4,1.2,7.4,0.004265030907644629,Microbiologists,19760.0,95200.0,45.77,87330.0,41.98,51220.0,63920.0,120750.0,150650.0,2024
19-1023,        Zoologists and wildlife biologists,18.2,18.5,1.6,1.4,0.4,1.0,7.4,0.001636251000356248,Zoologists and Wildlife Biologists,16920.0,77920.0,37.46,72860.0,35.03,48240.0,58360.0,90590.0,113350.0,2024
19-1029,"        Biological scientists, all other",63.7,64.5,1.2,4.8,1.3,3.5,7.4,0.001248845280997335,"Biological Scientists, All Other",59710.0,100440.0,48.29,93330.0,44.87,54500.0,67950.0,121350.0,159780.0,2024
19-1030,      Conservation scientists and foresters,42.4,43.5,2.7,3.6,1.1,2.4,8.1,0.002564540408002358,Conservation Scientists and Foresters,35250.0,74410.0,35.77,69060.0,33.2,45880.0,55500.0,87050.0,106660.0,2024
19-1031,        Conservation scientists,28.5,29.5,3.4,2.5,0.7,1.6,8.1,0.0034545709304283356,Conservation Scientists,25590.0,74310.0,35.73,67950.0,32.67,45260.0,53190.0,87980.0,107720.0,2024
19-1032,        Foresters,13.8,14.0,1.2,1.1,0.3,0.8,8.1,0.001439909420713148,Foresters,9650.0,74670.0,35.9,70660.0,33.97,49240.0,58810.0,85450.0,103220.0,2024
19-1040,      Medical scientists,177.6,194.0,9.2,10.4,2.5,6.3,4.7,0.008871553878681881,Medical Scientists,167760.0,111430.0,53.57,99770.0,47.97,61770.0,76820.0,132900.0,167600.0,2024
19-1041,        Epidemiologists,12.3,14.3,16.2,0.8,0.2,0.4,4.7,0.015180092194978956,Epidemiologists,11460.0,94160.0,45.27,83980.0,40.38,56950.0,68040.0,106040.0,134860.0,2024
19-1042,"        Medical scientists, except epidemiologists",165.3,179.6,8.7,9.6,2.3,5.8,4.7,0.008331530726773284,"Medical Scientists, Except Epidemiologists",156300.0,112690.0,54.18,100590.0,48.36,61860.0,77260.0,133870.0,168210.0,2024
19-1099,"      Life scientists, all other",7.8,8.1,3.7,0.4,0.1,0.3,4.7,0.0037811634276536665,"Life Scientists, All Other",7320.0,101940.0,49.01,87800.0,42.21,52360.0,66340.0,123720.0,168860.0,2024
19-2000,    Physical scientists,284.9,295.7,3.8,22.4,5.4,16.0,7.3,0.0037276490014388486,Physical Scientists,259000.0,104070.0,50.03,92750.0,44.59,53870.0,66800.0,129100.0,169070.0,2024
19-2010,      Astronomers and physicists,26.4,27.4,3.9,1.8,0.6,1.0,6.2,0.003724820288840913,Astronomers and Physicists,22900.0,163850.0,78.77,166290.0,79.95,78590.0,113860.0,210260.0,,2024
19-2011,        Astronomers,1.8,1.8,2.2,0.1,0.0,0.1,6.2,0.0,Astronomers,1560.0,134430.0,64.63,132170.0,63.54,70730.0,94990.0,177690.0,191880.0,2024
19-2012,        Physicists,24.6,25.6,4.0,1.7,0.6,1.0,6.2,0.003992539891239044,Physicists,21340.0,166000.0,79.81,166290.0,79.95,80020.0,117450.0,210260.0,,2024
19-2021,      Atmospheric and space scientists,9.4,9.5,0.7,0.7,0.2,0.5,7.6,0.001058771035794548,Atmospheric and Space Scientists,8780.0,103980.0,49.99,97450.0,46.85,49990.0,69440.0,128940.0,160710.0,2024
19-2030,      Chemists and materials scientists,95.5,100.2,4.9,7.0,1.6,4.9,6.6,0.004815752759537606,Chemists and Materials Scientists,91580.0,97350.0,46.8,86620.0,41.64,54160.0,64880.0,123170.0,156530.0,2024
19-2031,        Chemists,86.8,91.0,4.9,6.3,1.5,4.4,6.6,0.004736470266130999,Chemists,83250.0,95940.0,46.13,84150.0,40.46,53210.0,63930.0,120210.0,154430.0,2024
19-2032,        Materials scientists,8.7,9.1,4.9,0.6,0.1,0.4,6.6,0.004505257077941138,Materials Scientists,8330.0,111410.0,53.56,104160.0,50.08,61460.0,79980.0,134140.0,168500.0,2024
19-2040,      Environmental scientists and geoscientists,121.7,126.5,4.0,11.0,2.4,8.0,8.5,0.003875822466009371,Environmental Scientists and Geoscientists,113160.0,93630.0,45.02,82660.0,39.74,51200.0,63540.0,109500.0,145450.0,2024
19-2041,"        Environmental scientists and specialists, including health",90.3,94.3,4.4,8.5,1.8,6.3,8.8,0.004343779902169276,"Environmental Scientists and Specialists, Including Health",84930.0,88640.0,42.62,80060.0,38.49,50130.0,62090.0,103730.0,134830.0,2024
19-2042,"        Geoscientists, except hydrologists and geographers",25.1,26.0,3.2,2.0,0.5,1.4,7.5,0.003529081785279997,"Geoscientists, Except Hydrologists and Geographers",22510.0,111310.0,53.52,99240.0,47.71,58790.0,72440.0,134350.0,178880.0,2024
19-2043,        Hydrologists,6.3,6.3,-0.1,0.5,0.1,0.3,7.5,0.0,Hydrologists,5720.0,98130.0,47.18,92060.0,44.26,60010.0,73330.0,114940.0,139420.0,2024
19-2099,"      Physical scientists, all other",31.9,32.1,0.6,2.0,0.5,1.5,6.1,0.0006251973889854767,"Physical Scientists, All Other",22580.0,123070.0,59.17,117960.0,56.71,61990.0,82450.0,154900.0,191880.0,2024
19-3000,    Social scientists and related workers,339.9,352.5,3.7,23.1,8.5,13.3,6.3,0.0036465490961463676,Social Scientists and Related Workers,279960.0,101290.0,48.7,92900.0,44.66,53840.0,70310.0,124860.0,157950.0,2024
19-3011,      Economists,17.6,17.8,1.2,0.9,0.3,0.7,5.2,0.0011305941656603036,Economists,15880.0,130910.0,62.94,115440.0,55.5,62340.0,82260.0,166030.0,212710.0,2024
19-3022,      Survey researchers,8.8,8.3,-5.2,0.7,0.2,0.5,8.2,-0.005832544948897733,Survey Researchers,7720.0,73470.0,35.32,63380.0,30.47,36950.0,46110.0,85370.0,118730.0,2024
19-3030,      Psychologists,204.3,216.0,5.8,12.9,5.9,5.7,5.6,0.005584425681600003,Psychologists,154860.0,102100.0,49.09,94310.0,45.34,54860.0,71140.0,126340.0,157330.0,2024
19-3032,        Industrial-organizational psychologists,5.6,5.9,6.3,0.4,0.2,0.2,6.4,0.005232215798865125,Industrial-Organizational Psychologists,1050.0,134400.0,64.62,109840.0,52.81,51880.0,80790.0,198170.0,224590.0,2024
19-3033,        Clinical and counseling psychologists,76.3,84.8,11.2,4.8,2.2,1.8,4.9,0.010618238033335725,Clinical and Counseling Psychologists,72190.0,106850.0,51.37,95830.0,46.07,50470.0,67470.0,131510.0,170150.0,2024
19-3034,        School psychologists,67.2,67.7,0.7,3.8,1.5,2.3,5.6,0.0007415680646503109,School Psychologists,63830.0,93610.0,45.01,86930.0,41.79,60880.0,73240.0,108210.0,132320.0,2024
19-3039,"        Psychologists, all other",55.3,57.7,4.3,3.9,2.1,1.5,6.4,0.004257463856084165,"Psychologists, All Other",17790.0,111340.0,53.53,117580.0,56.53,51410.0,73820.0,145200.0,163570.0,2024
19-3041,      Sociologists,3.4,3.6,3.6,0.3,0.1,0.2,8.2,0.00573220797344276,Sociologists,2950.0,111670.0,53.69,101690.0,48.89,60710.0,78150.0,134780.0,168590.0,2024
19-3051,      Urban and regional planners,44.7,46.2,3.4,3.4,0.8,2.4,7.1,0.003306082722727144,Urban and Regional Planners,43040.0,89730.0,43.14,83720.0,40.25,55590.0,66210.0,104450.0,128550.0,2024
19-3090,      Miscellaneous social scientists and related workers,61.0,60.5,-0.9,4.9,1.2,3.7,8.2,-0.0008227113009761089,Miscellaneous Social Scientists and Related Workers,55510.0,102840.0,49.44,96660.0,46.47,55580.0,73570.0,127210.0,162610.0,2024
19-3091,        Anthropologists and archeologists,8.8,9.2,3.7,0.8,0.2,0.6,8.2,0.004455070708489384,Anthropologists and Archeologists,8070.0,71070.0,34.17,64910.0,31.21,44510.0,51240.0,83080.0,104510.0,2024
19-3092,        Geographers,1.5,1.5,-3.1,0.1,0.0,0.1,8.2,0.0,Geographers,1380.0,98160.0,47.19,97200.0,46.73,62390.0,75590.0,117190.0,133680.0,2024
19-3093,        Historians,3.4,3.5,2.2,0.3,0.1,0.2,8.2,0.0029029591363336493,Historians,3140.0,78470.0,37.73,74050.0,35.6,38630.0,55190.0,96330.0,128500.0,2024
19-3094,        Political scientists,6.5,6.3,-3.1,0.5,0.1,0.4,8.2,-0.003120375826565658,Political Scientists,5950.0,137600.0,66.15,139380.0,67.01,74750.0,103030.0,172050.0,191880.0,2024
19-3099,"        Social scientists and related workers, all other",40.8,40.1,-1.7,3.2,0.8,2.5,8.2,-0.0017290781287857548,"Social Scientists and Related Workers, All Other",36970.0,106440.0,51.17,100340.0,48.24,62570.0,79210.0,127880.0,160810.0,2024
19-4000,"    Life, physical, and social science technicians",416.2,430.5,3.4,52.6,9.1,42.1,12.1,0.003383853339664178,"Life, Physical, and Social Science Technicians",373260.0,61200.0,29.42,55810.0,26.83,36830.0,45070.0,72510.0,94100.0,2024
19-4010,      Agricultural and food science technicians,38.9,40.7,4.6,6.1,0.8,5.1,14.9,0.004533630127602661,Agricultural and Food Science Technicians,28550.0,52030.0,25.01,48480.0,23.31,35610.0,40240.0,60250.0,71710.0,2024
19-4012,        Agricultural technicians,18.6,19.4,4.3,2.9,0.4,2.4,14.9,0.00422002788071052,Agricultural Technicians,14340.0,49680.0,23.88,46790.0,22.49,32860.0,38480.0,59370.0,69010.0,2024
