occ_code,occ_title,emp_2024,emp_2034,pct_change,annual_openings,labor_force_exits,occupational_transfers,total_separations,g_baseline
51-6091,"        Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",15.2,15.0,-1.1,2.0,1.1,0.9,13.4,-0.001323645881997182
51-6092,        Fabric and apparel patternmakers,2.8,2.5,-10.2,0.3,0.2,0.2,13.4,-0.011268893477819786
51-6093,        Upholsterers,22.7,22.3,-1.8,2.2,1.3,1.0,10.0,-0.001776245208070959
51-6099,"        Textile, apparel, and furnishings workers, all other",14.7,13.3,-9.4,1.7,1.0,0.9,13.4,-0.009958429029398475
51-7000,    Woodworkers,233.5,229.3,-1.8,23.3,9.6,14.1,10.2,-0.0018134424471675237
51-7011,      Cabinetmakers and bench carpenters,86.0,84.7,-1.6,8.1,3.6,4.6,9.7,-0.0015220100256947422
51-7021,      Furniture finishers,20.5,19.8,-3.3,2.0,1.1,0.9,10.2,-0.003468266465530445
51-7030,"      Model makers and patternmakers, wood",1.4,1.3,-4.6,0.1,0.1,0.1,10.7,-0.007383404965592311
51-7031,"        Model makers, wood",0.9,0.9,-4.5,0.1,0.0,0.1,10.7,0.0
51-7032,"        Patternmakers, wood",0.5,0.4,-5.0,0.0,0.0,0.0,10.7,-0.022067231457071457
51-7040,"      Woodworking machine setters, operators, and tenders",108.0,106.6,-1.3,11.2,4.0,7.3,10.6,-0.0013039206949554405
51-7041,"        Sawing machine setters, operators, and tenders, wood",45.0,44.7,-0.6,4.8,1.7,3.1,10.8,-0.0006686751521393086
51-7042,"        Woodworking machine setters, operators, and tenders, except sawing",63.1,61.9,-1.8,6.4,2.3,4.2,10.4,-0.001918216851598098
51-7099,"      Woodworkers, all other",17.6,16.8,-4.4,1.8,0.8,1.1,10.7,-0.004641197763806226
51-8000,    Plant and system operators,297.9,282.0,-5.3,25.8,9.5,17.9,9.5,-0.005470063299384931
51-8010,"      Power plant operators, distributors, and dispatchers",46.6,41.9,-10.1,3.8,1.6,2.6,9.6,-0.010575157072878372
51-8011,        Nuclear power reactor operators,5.7,4.9,-15.3,0.4,0.2,0.3,9.6,-0.015009317230842312
51-8012,        Power distributors and dispatchers,9.3,9.0,-3.2,0.8,0.3,0.5,9.6,-0.0032736122908676446
51-8013,        Power plant operators,31.6,28.0,-11.2,2.5,1.1,1.8,9.6,-0.012022407395708368
51-8021,      Stationary engineers and boiler operators,33.3,34.0,2.2,3.8,1.5,2.2,11.0,0.0020824781148482963
51-8031,      Water and wastewater treatment plant and system operators,132.4,123.8,-6.5,10.7,4.2,7.3,9.0,-0.0066935262101366355
51-8090,      Miscellaneous plant and system operators,85.6,82.3,-3.8,7.6,2.2,5.8,9.4,-0.003923699641919409
51-8091,        Chemical plant and system operators,18.1,17.0,-6.1,1.6,0.5,1.2,9.4,-0.006250244867881061
51-8092,        Gas plant operators,16.2,14.8,-8.8,1.3,0.4,1.1,9.4,-0.008997682538516072
51-8093,"        Petroleum pump system operators, refinery operators, and gaugers",34.9,34.0,-2.8,3.2,0.9,2.4,9.4,-0.0026092205105554545
51-8099,"        Plant and system operators, all other",16.3,16.6,1.6,1.6,0.4,1.1,9.4,0.0018254228144367612
51-9000,    Other production occupations,2622.3,2601.5,-0.8,286.9,112.9,176.1,11.1,-0.000796042342467107
51-9010,"      Chemical processing machine setters, operators, and tenders",183.2,185.2,1.0,19.8,5.7,13.9,10.7,0.0010863766773094863
51-9011,        Chemical equipment operators and tenders,128.9,133.1,3.3,14.4,4.1,9.9,10.7,0.0032115274853792286
51-9012,"        Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",54.4,52.0,-4.3,5.4,1.7,4.0,10.7,-0.004501879552160859
51-9020,"      Crushing, grinding, polishing, mixing, and blending workers",141.5,131.5,-7.1,12.3,4.5,8.8,9.8,-0.007302492825487894
51-9021,"        Crushing, grinding, and polishing machine setters, operators, and tenders",28.7,27.9,-2.5,2.7,0.9,1.8,9.8,-0.0028230510696942712
51-9022,"        Grinding and polishing workers, hand",11.8,9.3,-21.2,0.8,0.3,0.7,9.8,-0.023527326448530506
51-9023,"        Mixing and blending machine setters, operators, and tenders",101.1,94.3,-6.8,8.8,3.2,6.3,9.8,-0.006938708859359877
51-9030,      Cutting workers,56.0,53.6,-4.3,5.9,2.9,3.3,11.3,-0.0043706829088830945
51-9031,"        Cutters and trimmers, hand",7.0,5.7,-18.1,0.6,0.3,0.4,11.3,-0.02033479909985525
51-9032,"        Cutting and slicing machine setters, operators, and tenders",49.0,47.9,-2.3,5.3,2.6,2.9,11.3,-0.0022679037807347147
51-9041,"      Extruding, forming, pressing, and compacting machine setters, operators, and tenders",57.3,58.4,2.0,5.2,1.5,3.6,8.8,0.0019033356595450357
51-9051,"      Furnace, kiln, oven, drier, and kettle operators and tenders",16.5,17.0,3.0,1.9,0.7,1.1,11.0,0.0029897567494807653
51-9061,"      Inspectors, testers, sorters, samplers, and weighers",598.0,598.1,0.0,69.9,27.8,42.1,11.7,1.6721149784793e-05
51-9071,      Jewelers and precious stone and metal workers,35.1,33.2,-5.5,4.0,2.2,1.9,12.2,-0.005549668830250654
51-9080,      Dental and ophthalmic laboratory technicians and medical appliance technicians,66.8,66.0,-1.1,7.7,3.5,4.3,11.8,-0.0012041083307190448
51-9081,        Dental laboratory technicians,35.2,33.6,-4.7,3.9,1.8,2.2,11.8,-0.004641197763806226
51-9082,        Medical appliance technicians,12.0,12.4,3.7,1.5,0.6,0.8,11.8,0.003284364025308628
51-9083,        Ophthalmic laboratory technicians,19.6,20.0,2.3,2.4,1.0,1.3,11.8,0.0020223128536482893
51-9111,      Packaging and filling machine operators and tenders,381.2,398.2,4.5,45.3,19.1,24.5,11.2,0.004372553822923564
51-9120,      Painting workers,174.3,175.6,0.7,16.7,6.0,10.6,9.5,0.000743349014542094
51-9123,"        Painting, coating, and decorating workers",8.8,8.9,1.4,0.8,0.3,0.5,9.5,0.0011305941656603036
51-9124,"        Coating, painting, and spraying machine setters, operators, and tenders",165.5,166.7,0.7,15.8,5.7,10.0,9.5,0.0007227205306823414
51-9141,      Semiconductor processing technicians,31.9,35.4,10.9,3.9,1.3,2.3,10.7,0.010464959674221674
51-9151,      Photographic process workers and processing machine operators,11.2,10.9,-2.6,1.5,0.5,1.0,14.0,-0.002711416359139629
51-9160,      Computer numerically controlled tool operators and programmers,205.4,190.0,-7.5,16.6,5.6,12.5,9.2,-0.007763231778298518
51-9161,        Computer numerically controlled tool operators,177.1,158.1,-10.7,13.5,4.7,10.6,9.2,-0.01128452670245328
51-9162,        Computer numerically controlled tool programmers,28.3,31.9,12.8,3.1,0.8,1.9,9.2,0.012046400908398036
51-9190,      Miscellaneous production workers,663.9,648.4,-2.3,76.0,31.4,46.2,11.8,-0.002359586375547784
51-9191,        Adhesive bonding machine operators and tenders,12.2,12.3,1.0,1.3,0.6,0.7,10.7,0.0008166643528042528
51-9192,"        Cleaning, washing, and metal pickling equipment operators and tenders",14.6,15.2,3.6,1.6,0.6,1.0,10.7,0.004035510746813298
51-9193,        Cooling and freezing equipment operators and tenders,7.1,7.6,7.2,0.8,0.3,0.5,10.7,0.006828555312328621
51-9194,        Etchers and engravers,8.6,8.6,-0.7,0.9,0.4,0.5,10.3,0.0
51-9195,"        Molders, shapers, and casters, except metal and plastic",41.7,44.3,6.2,5.5,2.7,2.5,12.1,0.006066683055925504
51-9196,"        Paper goods machine setters, operators, and tenders",97.5,91.4,-6.3,8.1,3.5,5.2,9.2,-0.006439864569946163
51-9197,        Tire builders,20.9,21.4,2.3,2.5,1.0,1.5,11.8,0.002366973174168674
51-9198,        Helpers--production workers,168.5,153.5,-8.9,23.6,10.8,14.4,15.6,-0.009280189044845177
51-9199,"        Production workers, all other",292.8,294.3,0.5,31.6,11.6,19.8,10.7,0.0005111178914851688
53-0000,  Transportation and material moving occupations,14204.6,14784.4,4.1,1830.0,768.2,1003.8,12.2,0.004008684868907597
53-1000,    Supervisors of transportation and material moving workers,619.9,643.0,3.7,62.4,21.2,38.9,9.5,0.0036653560007886554
53-1041,      Aircraft cargo handling supervisors,10.3,10.8,5.2,1.1,0.4,0.7,9.5,0.004751476523695786
53-1047,"      First-line supervisors of transportation and material moving workers, except aircraft cargo handling supervisors",609.6,632.2,3.7,61.3,20.8,38.3,9.5,0.0036469134057410812
53-2000,    Air transportation workers,327.3,347.0,6.0,41.8,15.9,23.9,11.8,0.005861873778822968
53-2010,      Aircraft pilots and flight engineers,155.4,162.2,4.3,18.2,6.1,11.5,11.0,0.004291954542364307
53-2011,"        Airline pilots, copilots, and flight engineers",100.0,103.9,3.9,11.7,3.9,7.4,11.0,0.0038331991993052483
53-2012,        Commercial pilots,55.4,58.3,5.1,6.6,2.2,4.1,11.0,0.00511528860369026
53-2020,      Air traffic controllers and airfield operations specialists,41.0,42.0,2.5,3.8,1.0,2.7,8.9,0.0024126609514814046
53-2021,        Air traffic controllers,24.1,24.4,1.2,2.2,0.6,1.6,8.9,0.0012378947402253981
53-2022,        Airfield operations specialists,16.9,17.6,4.2,1.6,0.4,1.1,8.9,0.004066774989407218
53-2031,      Flight attendants,130.8,142.9,9.2,19.8,8.8,9.8,13.6,0.008886819976982485
53-3000,    Motor vehicle operators,4852.0,5111.1,5.3,562.2,266.1,270.2,10.8,0.0052159212157389945
53-3011,"      Ambulance drivers and attendants, except emergency medical technicians",12.3,12.1,-1.3,1.4,0.5,1.0,11.8,-0.0016380379265972245
53-3030,      Driver/sales workers and truck drivers,3766.5,3974.4,5.5,409.1,170.4,217.9,10.0,0.005387219664654053
53-3031,        Driver/sales workers,451.5,491.3,8.8,51.3,20.8,26.5,10.0,0.008483741315553406
53-3032,        Heavy and tractor-trailer truck drivers,2235.1,2324.4,4.0,237.6,100.4,128.3,10.0,0.003925280956928789
53-3033,        Light truck drivers,1079.8,1158.6,7.3,120.2,49.3,63.0,10.0,0.007068518964869153
53-3050,      Passenger vehicle drivers,994.0,1040.6,4.7,140.6,89.1,46.9,13.4,0.004592065586165317
53-3051,"        Bus drivers, school",387.3,388.2,0.2,61.0,43.1,17.7,15.7,0.0002321353606642429
53-3052,"        Bus drivers, transit and intercity",158.8,165.6,4.3,20.9,12.9,7.3,12.4,0.0042017721086282656
53-3053,        Shuttle drivers and chauffeurs,243.9,260.3,6.7,36.3,22.7,11.9,13.7,0.006528871444007045
53-3054,        Taxi drivers,204.0,226.6,11.1,22.6,10.4,9.9,9.4,0.010562023981793844
53-3099,"      Motor vehicle operators, all other",79.3,84.0,6.0,11.1,6.1,4.5,13.0,0.005774475397537726
53-4000,    Rail transportation workers,89.1,90.2,1.2,7.7,2.4,5.1,8.5,0.0012277623430245743
53-4010,      Locomotive engineers and operators,30.1,30.3,0.7,2.5,0.8,1.6,8.0,0.0006624734146964961
53-4011,        Locomotive engineers,27.0,27.2,0.7,2.2,0.8,1.4,8.0,0.0007382831266873335
53-4013,"        Rail yard engineers, dinkey operators, and hostlers",3.1,3.1,0.3,0.2,0.1,0.2,8.0,0.0
53-4022,"      Railroad brake, signal, and switch operators and locomotive firers",11.0,11.1,1.0,1.0,0.4,0.7,9.2,0.0009053931731639597
53-4031,      Railroad conductors and yardmasters,36.8,37.2,1.1,3.1,0.9,2.2,8.4,0.0010816762006027325
53-4041,      Subway and streetcar operators,9.6,9.9,3.4,0.9,0.3,0.6,9.2,0.003081905201553825
53-4099,"      Rail transportation workers, all other",1.6,1.6,3.9,0.2,0.1,0.1,9.2,0.0
53-5000,    Water transportation workers,84.3,85.4,1.3,9.5,3.8,5.6,11.1,0.0012972642989896865
53-5011,      Sailors and marine oilers,32.1,32.8,2.3,3.9,1.4,2.4,11.7,0.002159577060121265
53-5020,      Ship and boat captains and operators,43.5,43.7,0.5,4.6,2.0,2.6,10.6,0.0004588216271477208
53-5021,"        Captains, mates, and pilots of water vessels",40.7,40.9,0.5,4.3,1.9,2.4,10.6,0.0004903172262338273
53-5022,        Motorboat operators,2.7,2.8,1.4,0.3,0.1,0.2,10.6,0.003643385468768745
53-5031,      Ship engineers,8.8,9.0,1.6,1.1,0.4,0.7,11.7,0.002249812624094627
53-6000,    Other transportation workers,337.4,344.1,2.0,46.2,18.7,26.9,13.4,0.0019682487327725706
53-6011,      Bridge and lock tenders,2.9,2.8,-3.3,0.3,0.1,0.2,10.1,-0.0035029821730956368
53-6021,      Parking attendants,135.7,139.8,3.0,18.5,7.1,10.9,13.1,0.0029810608468501254
53-6030,      Transportation service attendants,128.1,128.5,0.3,18.8,6.9,11.8,14.6,0.000311818148433618
53-6031,        Automotive and watercraft service attendants,100.0,99.0,-1.0,14.4,5.4,9.2,14.6,-0.0010045287082499632
53-6032,        Aircraft service attendants,28.0,29.5,5.1,4.3,1.5,2.7,14.6,0.005232215798865125
53-6041,      Traffic technicians,7.9,8.2,3.7,0.8,0.3,0.5,10.1,0.0037340939014227637
53-6051,      Transportation inspectors,25.7,26.1,1.7,2.5,1.1,1.4,9.6,0.001545625492442193
53-6061,      Passenger attendants,25.6,26.8,4.7,4.1,2.6,1.4,15.2,0.004591462211441355
53-6099,"      Transportation workers, all other",11.5,11.9,3.8,1.2,0.5,0.7,10.1,0.003424988389542305
53-7000,    Material moving workers,7894.6,8163.5,3.4,1100.1,440.0,633.2,13.4,0.00335501722748921
53-7011,      Conveyor operators and tenders,29.1,28.1,-3.4,2.6,1.2,1.6,9.5,-0.0034907528899918994
53-7021,      Crane and tower operators,42.3,43.5,3.0,3.8,1.2,2.4,8.5,0.0028013015372101435
53-7031,      Dredge operators,1.1,1.2,1.2,0.1,0.0,0.1,9.5,0.00873910263040134
53-7041,      Hoist and winch operators,2.7,2.7,-1.1,0.3,0.1,0.1,9.5,0.0
53-7051,      Industrial truck and tractor operators,792.5,801.6,1.1,76.4,26.6,48.9,9.5,0.0011423744711176465
53-7060,      Laborers and material movers,6802.1,7059.2,3.8,991.4,401.4,564.3,13.9,0.003716924956212342
53-7061,        Cleaners of vehicles and equipment,410.1,426.2,3.9,56.2,23.6,31.0,13.0,0.0038581924625147312
53-7062,"        Laborers and freight, stock, and material movers, hand",2988.9,3033.1,1.5,384.3,150.2,229.7,12.6,0.0014690552141991553
53-7063,        Machine feeders and offbearers,46.5,40.4,-13.0,4.7,2.2,3.0,12.1,-0.01396384112275717
53-7064,"        Packers and packagers, hand",591.8,559.7,-5.4,74.0,33.7,43.5,13.4,-0.005561260027965864
53-7065,        Stockers and order fillers,2764.8,2999.8,8.5,472.3,191.7,257.1,15.6,0.008191096976728485
53-7070,      Pumping station operators,37.3,36.7,-1.7,4.1,1.4,2.8,11.3,-0.0016203429834306116
53-7071,        Gas compressor and gas pumping station operators,5.4,5.3,-1.3,0.6,0.2,0.4,11.3,-0.0018674674100163102
53-7072,"        Pump operators, except wellhead pumpers",13.1,13.5,2.6,1.5,0.5,1.0,11.3,0.003012273328652615
53-7073,        Wellhead pumpers,18.8,17.9,-4.7,2.0,0.7,1.4,11.3,-0.004893602817780507
53-7081,      Refuse and recyclable material collectors,147.9,149.2,0.9,16.9,6.3,10.4,11.3,0.0008755148448575945
53-7121,"      Tank car, truck, and ship loaders",12.0,12.5,4.3,1.3,0.5,0.8,10.5,0.004090542977657208
53-7199,"      Material moving workers, all other",27.7,28.9,4.3,3.1,1.2,1.8,10.5,0.00424992361198262
